"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180"
"M5N","M5N",16610.00,16610.00,39.80,100.00,6485.00,16420.00,2.50,13535.00,16490.00,13345.00,13345.00,13350.00,13345.00,6485.00,6485.00,10.40,1710.00,12.30,2015.00,16505.00,14480.00,3400.00,11075.00,2030.00,16505.00,10980.00,4940.00,1305.00,510.00,760.00,1375.00,625.00,750.00,995.00,590.00,4940.00,530.00,850.00,835.00,2290.00,435.00,4940.00,1015.00,35.00,60.00,20.00,30.00,0.00,80.00,45.00,10.00,45.00,460.00,230.00,1710.00,60.00,10.00,50.00,85.00,35.00,110.00,25.00,65.00,20.00,85.00,30.00,205.00,200.00,70.00,65.00,260.00,330.00,335.00,0.00,40.00,15.00,30.00,20.00,15.00,0.00,130.00,80.00,1850.00,10.00,0.00,145.00,30.00,70.00,170.00,0.00,10.00,65.00,30.00,25.00,920.00,10.00,20.00,0.00,20.00,325.00,30.00,995.00,145.00,20.00,0.00,0.00,0.00,0.00,15.00,85.00,0.00,15.00,215.00,20.00,10.00,15.00,0.00,0.00,50.00,25.00,15.00,80.00,40.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,590.00,0.00,0.00,25.00,0.00,30.00,25.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,435.00,10.00,0.00,20.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,16510.00,5850.00,4790.00,5865.00,3710.00,2325.00,1065.00,1260.00,965.00,400.00,15.00,6515.00,6520.00,13350.00,13345.00,7430.00,7430.00
"M5P","M5P",19423.00,19420.00,42.70,100.00,9350.00,19380.00,2.10,16925.00,19400.00,16895.00,16890.00,16895.00,16895.00,9350.00,9350.00,10.70,2065.00,11.50,2235.00,19230.00,17305.00,2775.00,14535.00,1925.00,19235.00,13370.00,5320.00,1840.00,610.00,765.00,1165.00,440.00,730.00,950.00,545.00,5325.00,615.00,990.00,960.00,2275.00,475.00,5320.00,1005.00,60.00,60.00,15.00,20.00,0.00,90.00,60.00,10.00,35.00,400.00,255.00,1975.00,10.00,40.00,75.00,145.00,40.00,165.00,40.00,50.00,40.00,115.00,30.00,80.00,110.00,95.00,105.00,500.00,350.00,360.00,10.00,70.00,10.00,0.00,45.00,10.00,15.00,105.00,100.00,1960.00,0.00,0.00,300.00,125.00,145.00,130.00,20.00,25.00,105.00,10.00,35.00,635.00,30.00,0.00,50.00,45.00,300.00,20.00,945.00,155.00,35.00,0.00,10.00,0.00,0.00,20.00,45.00,25.00,25.00,180.00,10.00,0.00,15.00,10.00,0.00,10.00,10.00,25.00,100.00,85.00,0.00,0.00,0.00,0.00,35.00,10.00,0.00,15.00,0.00,0.00,10.00,0.00,10.00,520.00,0.00,0.00,105.00,0.00,45.00,30.00,0.00,10.00,10.00,15.00,0.00,0.00,0.00,245.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,40.00,0.00,0.00,0.00,19230.00,6175.00,5315.00,7745.00,3560.00,2265.00,1060.00,1210.00,980.00,280.00,30.00,9230.00,9230.00,16760.00,16755.00,9205.00,9205.00
"M5R","M5R",26496.00,26495.00,43.60,100.00,13950.00,24805.00,1.80,24560.00,25760.00,22885.00,22885.00,22885.00,22885.00,13955.00,13955.00,19.70,4890.00,19.60,4860.00,24810.00,22120.00,2215.00,19905.00,2690.00,24810.00,16630.00,7010.00,2400.00,920.00,1230.00,1590.00,790.00,800.00,865.00,1170.00,7010.00,715.00,1330.00,1395.00,2955.00,610.00,7005.00,1440.00,60.00,40.00,20.00,45.00,0.00,185.00,70.00,50.00,75.00,675.00,220.00,2285.00,50.00,30.00,120.00,180.00,50.00,100.00,100.00,150.00,40.00,120.00,50.00,110.00,140.00,45.00,95.00,595.00,315.00,600.00,0.00,60.00,95.00,20.00,30.00,10.00,0.00,160.00,225.00,2595.00,15.00,40.00,525.00,195.00,190.00,315.00,25.00,90.00,235.00,30.00,130.00,135.00,15.00,25.00,110.00,50.00,470.00,85.00,865.00,130.00,0.00,0.00,0.00,0.00,15.00,10.00,80.00,0.00,15.00,255.00,40.00,15.00,50.00,0.00,0.00,15.00,10.00,45.00,75.00,50.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,405.00,0.00,20.00,65.00,10.00,45.00,50.00,10.00,20.00,40.00,30.00,15.00,0.00,30.00,15.00,0.00,0.00,15.00,0.00,40.00,0.00,0.00,25.00,20.00,20.00,0.00,24810.00,8575.00,6615.00,9620.00,4705.00,3050.00,1335.00,1715.00,1135.00,485.00,35.00,13975.00,13975.00,22825.00,22825.00,12885.00,12885.00
"M5S","M5S",15372.00,15370.00,39.00,100.00,7875.00,14210.00,1.80,14505.00,14795.00,13410.00,13410.00,13410.00,13410.00,7875.00,7880.00,32.30,4585.00,30.40,4320.00,14290.00,10875.00,820.00,10055.00,3420.00,14295.00,7220.00,5120.00,1450.00,435.00,995.00,1325.00,635.00,695.00,915.00,1945.00,5120.00,480.00,1290.00,1150.00,1790.00,410.00,5120.00,655.00,35.00,20.00,25.00,15.00,10.00,40.00,35.00,15.00,50.00,290.00,135.00,1155.00,0.00,10.00,45.00,70.00,10.00,25.00,50.00,105.00,0.00,80.00,225.00,75.00,35.00,25.00,45.00,235.00,110.00,260.00,10.00,75.00,20.00,10.00,0.00,25.00,10.00,45.00,70.00,3005.00,0.00,20.00,960.00,200.00,240.00,170.00,10.00,60.00,375.00,30.00,100.00,155.00,15.00,0.00,180.00,65.00,420.00,40.00,915.00,160.00,0.00,10.00,0.00,0.00,0.00,15.00,110.00,0.00,25.00,85.00,20.00,0.00,15.00,0.00,0.00,0.00,0.00,30.00,20.00,55.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,25.00,615.00,0.00,0.00,215.00,10.00,85.00,35.00,10.00,10.00,20.00,45.00,10.00,0.00,30.00,40.00,30.00,0.00,0.00,10.00,45.00,15.00,0.00,15.00,10.00,10.00,0.00,14295.00,7230.00,3530.00,3535.00,3740.00,2745.00,825.00,1920.00,705.00,265.00,30.00,7960.00,7960.00,13440.00,13440.00,6850.00,6850.00
"M5T","M5T",17748.00,17750.00,40.30,100.00,8535.00,17300.00,2.00,16430.00,17410.00,15990.00,15990.00,15990.00,15990.00,8535.00,8535.00,34.90,6045.00,32.90,5685.00,17350.00,14380.00,1415.00,12965.00,2970.00,17350.00,8500.00,7610.00,1875.00,1260.00,1735.00,1925.00,955.00,975.00,810.00,1245.00,7605.00,570.00,1355.00,1445.00,3105.00,1130.00,7605.00,795.00,35.00,35.00,40.00,35.00,10.00,145.00,20.00,15.00,90.00,180.00,190.00,870.00,10.00,10.00,45.00,45.00,20.00,15.00,35.00,30.00,10.00,100.00,150.00,35.00,45.00,15.00,20.00,175.00,130.00,315.00,0.00,15.00,65.00,10.00,45.00,20.00,60.00,20.00,80.00,5595.00,40.00,55.00,2980.00,400.00,130.00,95.00,0.00,75.00,150.00,15.00,155.00,330.00,20.00,35.00,105.00,570.00,435.00,25.00,815.00,55.00,20.00,0.00,0.00,0.00,10.00,0.00,25.00,0.00,10.00,115.00,20.00,10.00,20.00,10.00,0.00,20.00,0.00,25.00,20.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,610.00,0.00,0.00,375.00,10.00,40.00,25.00,0.00,0.00,20.00,0.00,10.00,0.00,10.00,45.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,0.00,17350.00,9035.00,4350.00,3965.00,5915.00,2355.00,950.00,1405.00,2210.00,1255.00,105.00,8545.00,8545.00,16015.00,16015.00,8300.00,8300.00
"M5V","M5V",49195.00,49195.00,34.20,100.00,30725.00,48725.00,1.60,46700.00,48910.00,46255.00,46255.00,46255.00,46260.00,30725.00,30725.00,16.20,7915.00,16.20,7905.00,48785.00,40780.00,2595.00,38180.00,8010.00,48790.00,28920.00,16245.00,1935.00,2515.00,4005.00,4400.00,2265.00,2130.00,3395.00,3625.00,16245.00,1950.00,4335.00,3115.00,6010.00,840.00,16245.00,2490.00,185.00,230.00,70.00,120.00,10.00,240.00,190.00,115.00,220.00,485.00,620.00,3710.00,115.00,60.00,150.00,155.00,80.00,50.00,215.00,100.00,40.00,340.00,175.00,210.00,450.00,200.00,160.00,770.00,450.00,1150.00,15.00,185.00,115.00,125.00,30.00,110.00,80.00,120.00,370.00,8810.00,20.00,80.00,2130.00,800.00,1220.00,870.00,80.00,90.00,530.00,115.00,405.00,680.00,140.00,65.00,160.00,235.00,1180.00,85.00,3395.00,480.00,60.00,20.00,0.00,0.00,15.00,85.00,130.00,65.00,90.00,700.00,65.00,35.00,130.00,0.00,20.00,90.00,25.00,145.00,180.00,255.00,0.00,0.00,0.00,0.00,45.00,0.00,25.00,0.00,50.00,0.00,25.00,0.00,110.00,1910.00,0.00,10.00,580.00,0.00,470.00,220.00,35.00,0.00,45.00,50.00,20.00,10.00,75.00,65.00,50.00,0.00,25.00,15.00,50.00,35.00,10.00,130.00,50.00,40.00,15.00,48790.00,20270.00,13845.00,14675.00,14475.00,9945.00,3455.00,6490.00,2840.00,1570.00,115.00,30720.00,30720.00,46200.00,46200.00,34270.00,34275.00
"M5W","M5W",15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M5X","M5X",10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M6A","M6A",21048.00,21045.00,40.40,100.00,8075.00,20180.00,2.50,17210.00,20415.00,16345.00,16345.00,16345.00,16345.00,8075.00,8075.00,20.20,4070.00,24.10,4860.00,20390.00,16700.00,4440.00,12260.00,3690.00,20390.00,9575.00,10150.00,2110.00,1200.00,2020.00,2660.00,1115.00,1550.00,2155.00,665.00,10150.00,635.00,1465.00,1960.00,4985.00,1110.00,10150.00,1760.00,75.00,140.00,75.00,150.00,10.00,380.00,55.00,25.00,130.00,295.00,425.00,2575.00,30.00,45.00,15.00,55.00,60.00,155.00,15.00,690.00,15.00,180.00,300.00,175.00,170.00,55.00,165.00,150.00,295.00,825.00,0.00,15.00,175.00,50.00,45.00,90.00,155.00,45.00,250.00,4980.00,80.00,30.00,230.00,40.00,195.00,55.00,0.00,25.00,85.00,20.00,15.00,3510.00,50.00,10.00,30.00,130.00,485.00,10.00,2150.00,240.00,25.00,30.00,10.00,0.00,25.00,10.00,45.00,10.00,90.00,105.00,0.00,0.00,0.00,0.00,15.00,10.00,20.00,30.00,40.00,65.00,0.00,0.00,0.00,0.00,0.00,25.00,15.00,0.00,0.00,0.00,10.00,0.00,15.00,1735.00,0.00,0.00,40.00,15.00,35.00,10.00,0.00,50.00,10.00,10.00,0.00,10.00,0.00,1510.00,15.00,0.00,0.00,0.00,10.00,0.00,25.00,20.00,0.00,0.00,0.00,20390.00,10990.00,6665.00,2730.00,8135.00,4450.00,2340.00,2115.00,2385.00,1185.00,115.00,8050.00,8050.00,16330.00,16330.00,8875.00,8880.00
"M6B","M6B",28522.00,28520.00,41.30,100.00,10730.00,28050.00,2.60,23835.00,28085.00,23370.00,23365.00,23370.00,23365.00,10730.00,10730.00,13.10,3670.00,15.50,4350.00,27585.00,23600.00,4860.00,18740.00,3990.00,27585.00,13270.00,13710.00,4040.00,1520.00,2565.00,3370.00,1535.00,1835.00,2210.00,605.00,13710.00,1000.00,2205.00,2995.00,6165.00,1350.00,13715.00,2700.00,150.00,185.00,65.00,290.00,0.00,405.00,160.00,65.00,145.00,580.00,655.00,5775.00,210.00,35.00,60.00,105.00,190.00,235.00,15.00,1515.00,0.00,175.00,960.00,265.00,345.00,110.00,240.00,210.00,1105.00,390.00,0.00,25.00,40.00,0.00,45.00,30.00,0.00,80.00,165.00,4825.00,30.00,15.00,315.00,45.00,220.00,105.00,10.00,30.00,110.00,15.00,50.00,2575.00,90.00,0.00,20.00,545.00,640.00,15.00,2210.00,380.00,40.00,35.00,45.00,0.00,20.00,40.00,60.00,10.00,125.00,255.00,10.00,10.00,10.00,0.00,0.00,35.00,10.00,15.00,170.00,30.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,1540.00,25.00,0.00,80.00,0.00,55.00,55.00,0.00,10.00,10.00,25.00,0.00,0.00,0.00,1165.00,0.00,10.00,0.00,0.00,35.00,0.00,15.00,40.00,0.00,0.00,10.00,27585.00,14615.00,8370.00,4610.00,9875.00,5315.00,2395.00,2920.00,2975.00,1505.00,75.00,10690.00,10690.00,23245.00,23245.00,12830.00,12830.00
"M6C","M6C",24596.00,24595.00,40.20,100.00,10485.00,24260.00,2.30,20715.00,24415.00,20385.00,20385.00,20385.00,20385.00,10480.00,10485.00,13.30,3215.00,14.40,3500.00,24075.00,21495.00,4285.00,17205.00,2580.00,24070.00,15400.00,8040.00,2750.00,1225.00,1500.00,1555.00,750.00,805.00,1010.00,630.00,8035.00,650.00,1285.00,1750.00,3665.00,695.00,8040.00,1925.00,55.00,75.00,40.00,65.00,10.00,395.00,85.00,50.00,145.00,355.00,655.00,2955.00,20.00,35.00,45.00,80.00,320.00,155.00,50.00,605.00,30.00,135.00,485.00,75.00,150.00,40.00,55.00,380.00,300.00,555.00,0.00,50.00,110.00,30.00,15.00,20.00,0.00,110.00,210.00,2565.00,15.00,25.00,290.00,95.00,120.00,75.00,10.00,50.00,130.00,30.00,40.00,1260.00,30.00,0.00,15.00,105.00,280.00,45.00,1005.00,210.00,10.00,20.00,10.00,0.00,15.00,25.00,60.00,10.00,75.00,165.00,15.00,10.00,20.00,0.00,0.00,10.00,0.00,25.00,80.00,105.00,0.00,0.00,0.00,0.00,0.00,30.00,20.00,0.00,15.00,0.00,0.00,0.00,25.00,515.00,0.00,0.00,20.00,0.00,10.00,15.00,0.00,10.00,10.00,30.00,10.00,0.00,0.00,360.00,0.00,10.00,0.00,0.00,20.00,0.00,10.00,10.00,10.00,10.00,10.00,24070.00,8955.00,6865.00,8255.00,5440.00,2820.00,1445.00,1370.00,1840.00,640.00,140.00,10465.00,10465.00,20280.00,20275.00,12180.00,12180.00
"M6E","M6E",38041.00,38040.00,41.30,100.00,14720.00,37715.00,2.60,32705.00,37750.00,32385.00,32390.00,32390.00,32385.00,14720.00,14725.00,14.50,5475.00,16.40,6190.00,37990.00,31045.00,6045.00,25005.00,6945.00,37990.00,16750.00,19900.00,6520.00,3400.00,3465.00,3705.00,1575.00,2130.00,2810.00,1335.00,19900.00,1255.00,2905.00,4740.00,9160.00,1845.00,19900.00,4965.00,350.00,290.00,240.00,270.00,0.00,815.00,320.00,150.00,325.00,235.00,1970.00,8885.00,10.00,25.00,105.00,40.00,365.00,115.00,30.00,2570.00,0.00,90.00,4680.00,50.00,85.00,25.00,75.00,200.00,425.00,600.00,10.00,55.00,105.00,20.00,15.00,20.00,10.00,20.00,345.00,5440.00,0.00,35.00,360.00,70.00,230.00,85.00,15.00,35.00,115.00,10.00,20.00,3420.00,95.00,0.00,0.00,520.00,410.00,10.00,2810.00,660.00,105.00,60.00,15.00,0.00,65.00,60.00,55.00,20.00,275.00,505.00,40.00,0.00,0.00,0.00,0.00,10.00,15.00,0.00,425.00,120.00,0.00,0.00,0.00,0.00,25.00,40.00,10.00,0.00,0.00,0.00,10.00,0.00,40.00,1530.00,0.00,0.00,60.00,0.00,35.00,20.00,0.00,0.00,15.00,0.00,10.00,0.00,0.00,1225.00,35.00,10.00,0.00,0.00,40.00,0.00,15.00,45.00,0.00,0.00,0.00,37990.00,21425.00,11070.00,5500.00,13720.00,6705.00,3395.00,3315.00,4890.00,1790.00,335.00,14775.00,14775.00,32535.00,32530.00,18680.00,18685.00
"M6G","M6G",32086.00,32085.00,41.80,100.00,13425.00,30850.00,2.30,28280.00,31055.00,27055.00,27050.00,27055.00,27055.00,13425.00,13425.00,15.40,4760.00,13.70,4235.00,31090.00,28505.00,4365.00,24135.00,2590.00,31095.00,20505.00,9780.00,4995.00,1325.00,1440.00,1365.00,735.00,635.00,660.00,805.00,9785.00,875.00,1660.00,2380.00,4175.00,690.00,9780.00,1785.00,110.00,65.00,45.00,55.00,0.00,200.00,70.00,40.00,160.00,575.00,460.00,4710.00,20.00,35.00,145.00,170.00,530.00,55.00,45.00,1035.00,20.00,60.00,1595.00,55.00,65.00,35.00,70.00,470.00,315.00,395.00,0.00,45.00,65.00,10.00,10.00,0.00,15.00,115.00,140.00,2835.00,0.00,10.00,980.00,130.00,125.00,115.00,45.00,40.00,265.00,20.00,35.00,310.00,30.00,0.00,45.00,420.00,255.00,55.00,660.00,155.00,20.00,15.00,0.00,0.00,0.00,15.00,70.00,10.00,35.00,205.00,35.00,20.00,10.00,0.00,0.00,15.00,0.00,30.00,100.00,40.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,20.00,245.00,0.00,0.00,105.00,0.00,20.00,15.00,10.00,20.00,0.00,20.00,0.00,10.00,0.00,30.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,15.00,10.00,10.00,0.00,31095.00,11125.00,9680.00,10290.00,4980.00,2330.00,1020.00,1315.00,1895.00,670.00,90.00,13415.00,13415.00,27275.00,27275.00,16150.00,16150.00
"M6H","M6H",44950.00,44950.00,39.50,100.00,19205.00,44535.00,2.30,39635.00,44625.00,39235.00,39235.00,39230.00,39235.00,19210.00,19205.00,17.00,7565.00,16.50,7370.00,44380.00,38710.00,5795.00,32920.00,5665.00,44375.00,25430.00,17260.00,6475.00,3340.00,2970.00,2690.00,1265.00,1425.00,1790.00,1685.00,17265.00,1430.00,2775.00,3880.00,7990.00,1195.00,17265.00,3235.00,450.00,120.00,125.00,170.00,0.00,310.00,245.00,90.00,275.00,455.00,995.00,8360.00,40.00,80.00,105.00,150.00,260.00,135.00,75.00,1100.00,55.00,195.00,5045.00,65.00,75.00,30.00,85.00,525.00,350.00,605.00,30.00,0.00,90.00,30.00,30.00,25.00,40.00,45.00,310.00,4970.00,35.00,225.00,1275.00,160.00,465.00,100.00,20.00,55.00,210.00,20.00,290.00,570.00,225.00,15.00,35.00,780.00,490.00,90.00,1795.00,500.00,120.00,25.00,30.00,0.00,25.00,105.00,70.00,30.00,85.00,560.00,40.00,20.00,40.00,0.00,20.00,10.00,15.00,50.00,380.00,115.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,40.00,575.00,0.00,40.00,155.00,10.00,70.00,10.00,0.00,0.00,15.00,35.00,0.00,15.00,45.00,95.00,0.00,10.00,0.00,0.00,20.00,0.00,40.00,25.00,35.00,25.00,10.00,44380.00,19330.00,13360.00,11690.00,11195.00,5130.00,2375.00,2755.00,4150.00,1750.00,170.00,19180.00,19180.00,39100.00,39100.00,23600.00,23595.00
"M6J","M6J",32684.00,32685.00,38.90,100.00,15060.00,31655.00,2.10,29450.00,31960.00,28425.00,28425.00,28425.00,28425.00,15060.00,15065.00,16.60,5240.00,14.90,4720.00,31625.00,28245.00,3480.00,24760.00,3380.00,31625.00,20335.00,10225.00,4090.00,1645.00,1765.00,1720.00,800.00,920.00,1010.00,1065.00,10225.00,1080.00,1785.00,2385.00,4325.00,655.00,10225.00,1170.00,125.00,65.00,25.00,50.00,15.00,75.00,60.00,40.00,105.00,305.00,305.00,4770.00,15.00,15.00,120.00,110.00,25.00,10.00,70.00,305.00,55.00,155.00,3000.00,60.00,70.00,35.00,55.00,420.00,250.00,490.00,0.00,30.00,40.00,25.00,10.00,25.00,20.00,90.00,255.00,3735.00,10.00,10.00,2045.00,175.00,160.00,100.00,10.00,25.00,155.00,20.00,25.00,265.00,0.00,10.00,80.00,270.00,365.00,60.00,1010.00,210.00,25.00,15.00,0.00,0.00,0.00,25.00,70.00,35.00,30.00,275.00,50.00,15.00,50.00,0.00,0.00,10.00,10.00,50.00,95.00,60.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,30.00,445.00,0.00,0.00,240.00,0.00,45.00,25.00,0.00,15.00,0.00,25.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,30.00,15.00,10.00,31625.00,11650.00,9755.00,10225.00,6325.00,2750.00,1200.00,1550.00,2355.00,1165.00,50.00,15110.00,15110.00,28410.00,28410.00,17775.00,17770.00
"M6K","M6K",40957.00,40955.00,38.40,100.00,22025.00,39495.00,1.80,37325.00,39945.00,35915.00,35915.00,35915.00,35915.00,22020.00,22020.00,22.50,8890.00,24.50,9665.00,39610.00,34305.00,3755.00,30550.00,5310.00,39615.00,23050.00,15195.00,3165.00,2400.00,3255.00,3855.00,1675.00,2180.00,2520.00,1370.00,15190.00,1285.00,2595.00,3055.00,6770.00,1490.00,15190.00,2670.00,140.00,120.00,60.00,380.00,10.00,355.00,110.00,55.00,335.00,315.00,795.00,3965.00,55.00,80.00,80.00,100.00,20.00,180.00,105.00,80.00,25.00,635.00,1240.00,80.00,100.00,105.00,110.00,515.00,450.00,1010.00,0.00,45.00,350.00,15.00,10.00,50.00,20.00,80.00,430.00,7465.00,65.00,125.00,1180.00,235.00,1510.00,170.00,60.00,75.00,150.00,20.00,180.00,1495.00,325.00,25.00,30.00,835.00,970.00,85.00,2520.00,350.00,45.00,30.00,25.00,10.00,35.00,50.00,55.00,30.00,85.00,425.00,30.00,0.00,45.00,0.00,0.00,0.00,0.00,95.00,250.00,190.00,0.00,10.00,0.00,10.00,0.00,40.00,90.00,0.00,0.00,0.00,10.00,0.00,45.00,1485.00,10.00,15.00,210.00,0.00,545.00,25.00,0.00,15.00,25.00,30.00,0.00,225.00,25.00,220.00,30.00,15.00,0.00,0.00,10.00,0.00,50.00,20.00,65.00,65.00,0.00,39610.00,16940.00,10930.00,11745.00,12365.00,4530.00,1890.00,2640.00,4020.00,3615.00,195.00,21970.00,21975.00,36055.00,36050.00,23045.00,23045.00
"M6L","M6L",20616.00,20620.00,41.60,100.00,7385.00,20185.00,2.70,17150.00,20350.00,16720.00,16725.00,16725.00,16725.00,7385.00,7385.00,17.60,3550.00,23.10,4655.00,19925.00,16910.00,3770.00,13140.00,3010.00,19925.00,8740.00,10765.00,3605.00,1580.00,2055.00,1960.00,845.00,1115.00,1555.00,415.00,10765.00,820.00,1535.00,3210.00,4315.00,880.00,10765.00,2625.00,60.00,75.00,270.00,160.00,15.00,665.00,65.00,80.00,170.00,65.00,1005.00,3955.00,0.00,30.00,30.00,55.00,60.00,25.00,10.00,2540.00,0.00,45.00,845.00,45.00,25.00,15.00,25.00,60.00,140.00,1030.00,0.00,15.00,95.00,110.00,0.00,115.00,335.00,10.00,355.00,3150.00,20.00,105.00,25.00,0.00,700.00,25.00,30.00,0.00,30.00,20.00,35.00,1260.00,245.00,20.00,0.00,475.00,155.00,0.00,1555.00,290.00,15.00,30.00,25.00,0.00,50.00,0.00,0.00,10.00,150.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,45.00,35.00,0.00,0.00,80.00,1030.00,15.00,0.00,20.00,0.00,145.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,15.00,690.00,10.00,30.00,10.00,0.00,15.00,0.00,45.00,0.00,0.00,0.00,0.00,19925.00,11245.00,6620.00,2065.00,7265.00,2650.00,1245.00,1405.00,2965.00,1515.00,130.00,7350.00,7350.00,16565.00,16565.00,8410.00,8415.00
"M6M","M6M",42434.00,42430.00,39.20,100.00,16020.00,41830.00,2.60,35075.00,41850.00,34480.00,34480.00,34480.00,34480.00,16020.00,16020.00,18.90,7910.00,23.50,9825.00,42240.00,35385.00,8310.00,27075.00,6860.00,42240.00,17670.00,23405.00,5145.00,4660.00,5430.00,5215.00,2365.00,2850.00,2955.00,1160.00,23405.00,1495.00,3780.00,5940.00,10320.00,1865.00,23405.00,8260.00,620.00,320.00,335.00,770.00,20.00,2410.00,180.00,115.00,400.00,205.00,2890.00,6795.00,20.00,35.00,55.00,95.00,140.00,100.00,25.00,1530.00,15.00,320.00,3650.00,40.00,85.00,45.00,75.00,230.00,330.00,2450.00,15.00,20.00,220.00,70.00,10.00,405.00,530.00,30.00,1160.00,5880.00,85.00,110.00,230.00,75.00,480.00,50.00,15.00,35.00,165.00,45.00,115.00,2310.00,240.00,15.00,10.00,1555.00,360.00,25.00,2960.00,1100.00,155.00,35.00,25.00,0.00,225.00,50.00,50.00,0.00,565.00,480.00,15.00,0.00,15.00,0.00,0.00,10.00,10.00,25.00,405.00,450.00,10.00,25.00,10.00,0.00,0.00,90.00,30.00,0.00,105.00,55.00,10.00,0.00,110.00,920.00,10.00,15.00,25.00,10.00,45.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,25.00,685.00,0.00,0.00,0.00,0.00,10.00,0.00,85.00,0.00,10.00,0.00,0.00,42240.00,24760.00,13345.00,4130.00,18635.00,6175.00,3015.00,3160.00,8125.00,3785.00,550.00,16040.00,16040.00,34720.00,34720.00,18645.00,18650.00
